,Line,Count,Description,Level,Degree,Plea,Disposition,Disposition Date,casenumber
174,0,1,POSS OF ALCOHOL BY PERSON LESS THAN 21 YEARS OF AGE (562111),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2014-04-01,14002327MMMA
175,0,1,POSS OF ALCOHOL BY PERSON LESS THAN 21 YEARS OF AGE (562111),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2014-03-24,14002503MMMA
176,0,1,POSS OF ALCOHOL BY PERSON LESS THAN 21 YEARS OF AGE (562111),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2014-04-24,14002535MMMA
177,0,1,POSS OF ALCOHOL BY PERSON LESS THAN 21 YEARS OF AGE (562111),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2014-04-02,14002547MMMA
178,0,1,ALCOHOL BEV POSS BY MINOR (562111),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2014-04-16,14002589MMMA
179,0,1,CNTRL SUBS LESS THAN 20 GRAM MARIJUANA (89313 6b),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2014-03-28,14002709MMMA
180,1,2,POSS OF PARAPHERNALIA (893147 1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2014-03-28,14002709MMMA
181,0,1,OPEN HOUSE PARTY (856015 2),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-02-07,14002780MMMO
182,0,1,CNTRL SUBS LESS THAN 20 GRAM MARIJUANA (89313 6b),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2014-03-31,14002814MMMA
183,1,2,POSS OF PARAPHERNALIA (893147 1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2014-03-31,14002814MMMA
184,0,1,POSS OF ALCOHOL BY PERSON LESS THAN 21 YEARS OF AGE (562111),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2014-04-02,14002844MMMA
185,0,1,NO VALID DRIVERS LICENSE (32203 1a),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-08-23,14002952CTMA
186,0,1,DRIVING WHILE LICENSE SUSPENDED OR REVOKED (32234 2a),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2019-09-11,14003029CTMA
187,0,1,PASSING WORTHLESS CHECKS (83205 2),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2017-01-04,14003074MMMW
188,0,1,PERMITTING UNAUTH OPERATOR TO DRIVE (32236),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2014-08-27,14003122CTMA
189,0,1,POSS OF ALCOHOL BY PERSON LESS THAN 21 YEARS OF AGE (562111),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-04-22,14003370MMMA
190,0,1,DRIVER'S LICENSE SUS/REV - KNOWINGLY (32234 2b),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-02-17,14003414CTMA
191,0,1,ATTACH REGISTRATION LICENSE PLATE NOT ASSIGNED (320261),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-02-17,14003415CTMA
192,0,1,INDECENT EXPOSURE (80003 1a),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2014-04-28,14003812MMMO
193,0,1,BATTERY (78403 1a1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2014-05-20,14004250MMMA
194,0,1,POSS OF ALCOHOL BY PERSON LESS THAN 21 YEARS OF AGE (562111),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2014-06-10,14004367MMMA
195,0,1,RESIST OFFICER WITHOUT VIOLENCE (84302),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2014-05-27,14004413MMMA
196,1,2,DISORDERLY CONDUCT (87703),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2014-05-27,14004413MMMA
197,0,1,DRIVER NOT WEARING A SEATBELT (316614 4b),,,NO PLEA ENTERED,PAY FINE,2014-03-31,14006120TR
198,0,1,TRESPASS PROPERTY OTHER THAN STRUCT OR CONV (81009 2a),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-12-05,14006386MMMA
199,0,1,POSS OF PARAPHERNALIA (893147 1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2014-09-22,14006818MMMA
200,0,1,PETIT THEFT (812014 3a),M,S,,,,14008187MMMA
201,0,1,BATTERY (DOMESTIC VIOLENCE) (78403 1a1),M,F,,,,14008313MMMA
202,0,1,DWLS UNKNOWINGLY (32234  1),,,,TRANSFERRED TO ANOTHER COURT,2014-06-10,14018025TR
203,0,1,DRIVER NOT WEARING A SEATBELT (316614 4b),,,NO PLEA ENTERED,PAY FINE,2014-10-06,14024023TR
204,0,1,DWLS UNKNOWINGLY (32234  1),,,,TRANSFERRED TO ANOTHER COURT,2014-12-01,14029634TR
205,0,1,ALCOHOL BEV POSS BY MINOR (562111),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2019-01-10,15001420MMMA
206,0,1,POSS OF PARAPHERNALIA (893147 1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2015-03-16,15001619MMMA
207,0,1,DRIVER'S LICENSE SUS/REV - KNOWINGLY (32234 2b),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-06-18,15001722CTMA
208,0,1,ALCOHOL BEV POSS BY MINOR (562111),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2015-03-20,15001759MMMA
209,0,1,NO VALID DRIVER'S LICENSE (32203 1a),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2015-04-11,15001793CTMA
210,0,1,ALCOHOL BEV POSS BY MINOR (562111),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2015-03-18,15001877MMMA
211,0,1,DISORDERLY CONDUCT (99999999999),L,N,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2015-03-19,15002005MOMS
212,0,1,DRIVER'S LICENSE SUS/REV - KNOWINGLY (32234 2b),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-10-04,15002190CTMA
213,0,1,NO VEHICLE REGISTRATION (32002 66),M,S,,,,15002384CTMA
214,0,1,ATTACH REGISTRATION LICENSE PLATE NOT ASSIGNED (320261),M,S,,,,15002385CTMA
215,0,1,DRIVER WITH SUSPENDED REVOKED LICENSE (32234 10b1),M,S,,,,15002386CTMA
216,0,1,CONSUMPTION OF ALCOHOL IN THE RIGHT OF WAY (999999999),C,N,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2015-03-26,15002686MOMS
217,0,1,DISORDERLY CONDUCT COUNTY ORDINANCE 77.4 (88888888888),C,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2015-03-26,15002726MOMS
218,0,1,DISORDERLY CONDUCT (99999999999),L,N,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2015-03-30,15002895MOMS
219,0,1,CONSUMPTION OF ALCOHOL IN THE RIGHT OF WAY (999999999),C,N,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2015-03-30,15002897MOMS
220,0,1,ALCOHOL BEV POSS BY MINOR (562111),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-10-07,15003042MMMO
221,0,1,ALCOHOL BEV POSS BY MINOR (562111),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2015-03-26,15003249MMMA
222,0,1,CONSUME OF ALCOHOL W/O I.D. ON BEACH (8888888888),C,,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2015-03-26,15003253MOMS
223,0,1,ALCOHOL BEV POSS BY MINOR (562111),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2015-04-08,15003441MMMO
224,0,1,CNTRL SUBS LESS THAN 20 GRAM MARIJUANA (89313 6b),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2015-04-08,15003447MMMA
225,1,2,POSS OF PARAPHERNALIA (893147 1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2015-04-08,15003447MMMA
226,0,1,NO MOTOR CYCLE ENDORSEMENT (322034 ),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2020-02-19,15003549CTMA
227,0,1,DISORDERLY CONDUCT (99999999999),L,N,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2015-04-12,15003608MOMS
228,0,1,DISORDERLY CONDUCT ON THE PREMISES OF AN ESTABLISHMENT; DETENTION; ARREST; IMMUNITY FROM LIABILITY (509143),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2015-04-12,15003610MMMO
229,0,1,POSS OF PARAPHERNALIA (893147 1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2015-04-12,15003612MMMA
230,0,1,GIVING FALSE NAME TO LAW ENFORCEMENT (90136 1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2015-04-11,15003632MMMA
231,0,1,VIOLATION BAY COUNTY MORALITY ORD (88888888888),C,N,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2015-05-07,15003772MOMS
232,0,1,VIOLATION BAY COUNTY MORALITY ORD (88888888888),C,N,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2015-05-07,15003791MOMS
233,0,1,DR WHILE UNDER INFLUENCE (316193 1a),M,S,,,,15003975CTMA
234,0,1,NO DRIVERS LICENSE - NEVER ISSUED (32203 1),L,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-10-07,15004133CTMA
235,0,1,FRAUD DISPLAY/OBTAIN HANDICAP PARK PRMT (3200848 7),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2017-04-24,15004669CTMA
236,0,1,CNTRL SUBS LESS THAN 20 GRAM MARIJUANA (89313 6b),M,F,,,,15004764MMMA
237,1,2,POSS OF PARAPHERNALIA (893147 1),M,F,,,,15004764MMMA
238,0,1,DRIVING UNDER INFLUENCE WITH PROP DAMAGE (316193 3c1),M,F,,,,15004882CTMA
239,0,1,DRIVER'S LICENSE SUS/REV - KNOWINGLY (32234 2b),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2016-02-16,15005222CTMA
240,0,1,POSS OF PARAPHERNALIA (893147 1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2015-07-08,15005412MMMO
241,0,1,CNTRL SUBS LESS THAN 20 GRAM MARIJUANA (89313 6b),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2015-07-15,15005597MMMA
242,1,2,POSS OF PARAPHERNALIA (893147 1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2015-07-15,15005597MMMA
243,0,1,DISORDERLY CONDUCT (87703),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2015-09-10,15006786MMMA
244,0,1,RESIST OFFICER WITHOUT VIOLENCE (84302),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2016-01-14,15007003MMMA
245,1,2,CNTRL SUBS LESS THAN 20 GRAM MARIJUANA (89313 6b),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2016-01-14,15007003MMMA
246,2,3,POSS OF PARAPHERNALIA (893147 1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2016-01-14,15007003MMMA
247,3,4,ALCOHOL BEV POSS BY MINOR (562111),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2016-01-14,15007003MMMA
248,0,1,RESIST OFFICER WITHOUT VIOLENCE (84302),M,F,NO PLEA ENTERED,MENTALLY/PHYSICALLY UNABLE TO STAND TRIAL,2016-06-10,15007029MMMA
249,1,2,LOITERING AND PROWLING (856021),M,S,NO PLEA ENTERED,MENTALLY/PHYSICALLY UNABLE TO STAND TRIAL,2016-06-10,15007029MMMA
250,0,1,FALSE REPORTS OF CRIME (81749),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2015-10-28,15007764MMMA
251,0,1,POSS OF PARAPHERNALIA (893147 1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2016-03-07,15008333MMMO
252,0,1,VIOL INJUNC FOR PROTECT AGAINST DOM VIOLENCE (74131 4a),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2016-07-18,15008435MMMA
253,0,1,BATTERY (DOMESTIC VIOLENCE) (78403 1a1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2016-12-13,15008595MMMA
254,0,1,SEAT BELT LAW OCCUPANT FRONT SEAT (316614 5),,,NO PLEA ENTERED,PAY FINE,2015-04-20,15009198TR
255,0,1,DRIVER IN POSSESSION OF OPEN CONTAINER (31619362),I,N,,TRANSFERRED TO ANOTHER COURT,2015-10-26,15025873TR
256,0,1,SPEEDING IN POSTED STATE ZONE (316187),,,NO PLEA ENTERED,PAY FINE,2016-02-05,15029875TR
257,0,1,ATTACH REGISTRATION LICENSE PLATE NOT ASSIGNED (320261),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2016-03-03,16000018CTMA
258,0,1,GIVING FALSE NAME TO LAW ENFORCEMENT (90136 1),M,F,NOLO-CONTENDERE,PRE-TRIAL INVERVENTION\DIVERSION,2016-10-21,16000178MMMA
259,0,1,RETAIL THEFT (8120152),M,F,NO PLEA ENTERED,,,16000322MMMA
260,0,1,RECKLESS DRIVING (316192 1),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2016-06-28,16000806CTMA
261,0,1,BATTERY (78403 1a1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2016-07-11,16000937MMMA
262,0,1,PASSING WORTHLESS CHECKS (83205 2),M,F,,,,16000966MMMW
263,0,1,LVN SCE ACCIDENT WITH  DAMAGE MORE THAN $50 (316061 1),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2016-06-14,16000979CTMA
264,0,1,CNTRL SUBS LESS THAN 20 GRAM MARIJUANA (89313 6b),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2016-03-07,16001131MMMO
265,0,1,RECKLESS DRIVING (316192 1),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2016-09-01,16001344CTMA
266,0,1,CNTRL SUBS LESS THAN 20 GRAM MARIJUANA (89313 6b),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2016-03-10,16001372MMMO
267,0,1,CNTRL SUBS LESS THAN 20 GRAM MARIJUANA (89313 6b),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2016-09-01,16001427MMMO
268,0,1,CNTRL SUBS LESS THAN 20 GRAM MARIJUANA (89313 6b),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2016-03-23,16001435MMMA
269,0,1,GIVING FALSE INFORMATION TO L.E.O. (90136 1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2016-03-29,16001631MMMA
270,0,1,CNTRL SUBS LESS THAN 20 GRAM MARIJUANA (89313 6b),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-08-21,16001704MMMO
271,0,1,VIOLATION DELIVERY OF SHELLFISH DIRECT TO DEALER (3794012a),M,S,,,,16001883MMMA
272,0,1,RECKLESS DRIVING (316192 1),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-06-27,16001924CTMA
273,0,1,DRIVER'S LICENSE SUS/REV - KNOWINGLY (32234 2b),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2021-08-19,16001973CTMA
274,0,1,CNTRL SUBS LESS THAN 20 GRAM MARIJUANA (89313 6b),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2016-03-22,16001981MMMO
275,0,1,SELL GIVE ALCOHOL TO MINOR (56211 1),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2016-11-03,16001997MMMA
276,0,1,DISORDERLY CONDUCT (87703),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2016-12-05,16002038MMMO
277,0,1,ALCOHOL BEV POSS BY MINOR (562111),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2016-03-24,16002094MMMA
278,0,1,CRIMINAL MISCHIEF GENERAL (80613 1b1),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2016-11-08,16002095MMMA
279,0,1,DRIVING WHILE LICENSE SUSPENDED OR REVOKED (32234 2a),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2016-10-11,16002251CTMA
280,0,1,FRAUD DISPLAY/OBTAIN HANDICAP PARK PRMT (3200848 7),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2018-11-08,16002280CTMA
281,0,1,NO VALID DRIVER'S LICENSE (32203 1a),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2016-07-14,16002338CTMA
282,0,1,CNTRL SUBS LESS THAN 20 GRAM MARIJUANA (89313 6b),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2019-06-12,16002352MMMO
283,0,1,TRESPASS OF STRUCTURE OR CONVEYANCE (81008 1),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2016-08-18,16002399MMMA
284,0,1,RETAIL THEFT (8120152),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2016-08-18,16002459MMMO
285,0,1,POSS OF ALCOHOL BY PERSON LESS THAN 21 YEARS OF AGE (562111),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2022-06-21,16002464MMMA
286,0,1,DRIVING WHILE LICENSE SUSPENDED OR REVOKED (32234 2a),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2016-07-14,16002487CTMA
287,0,1,RACING ON HIGHWAY (316191 2a),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2016-09-30,16002492CTMA
288,0,1,RACING ON HIGHWAY (316191 2a),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2016-09-30,16002493CTMA
289,0,1,DRIVER'S LICENSE SUS/REV - KNOWINGLY (32234 2b),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2016-07-15,16002499CTMA
290,0,1,CNTRL SUBS LESS THAN 20 GRAM MARIJUANA (89313 6b),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2016-06-21,16002519MMMA
291,1,2,POSS OF PARAPHERNALIA (893147 1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2016-06-21,16002519MMMA
292,0,1,DISORDERLY CONDUCT ON THE PREMISES OF AN ESTABLISHMENT; DETENTION; ARREST; IMMUNITY FROM LIABILITY (509143),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2016-12-05,16002522MMMO
293,0,1,DRIVER'S LICENSE SUS/REV - KNOWINGLY (32234 2b),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2016-07-20,16002556CTMA
294,0,1,RESIST OFFICER WITHOUT VIOLENCE (84302),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2019-02-21,16002705MMMA
295,0,1,DISORDERLY CONDUCT (87703),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2016-11-07,16002711MMMA
296,0,1,TRESPASS AFTER WARNING (81008 1),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2016-04-15,16002829MMMA
297,0,1,BATTERY (DOMESTIC VIOLENCE) (78403 1a1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2016-04-27,16003043MMMO
298,0,1,LVN SCE ACCIDENT WITH  DAMAGE MORE THAN $50 (316061 1),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2017-01-24,16003044CTMA
299,0,1,CNTRL SUBS LESS THAN 20 GRAM MARIJUANA (89313 6b),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2016-05-09,16003097MMMA
300,1,2,POSS OF PARAPHERNALIA (893147 1),M,F,NOLO-CONTENDERE,PRE-TRIAL INVERVENTION\DIVERSION,2017-05-05,16003097MMMA
301,0,1,CNTRL SUBS LESS THAN 20 GRAM MARIJUANA (89313 6b),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2016-10-06,16003098MMMA
302,1,2,POSS OF PARAPHERNALIA (893147 1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2016-10-06,16003098MMMA
303,0,1,BATTERY (DOMESTIC VIOLENCE) (78403 1a1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2016-07-22,16003113MMMA
304,0,1,BATTERY (DOMESTIC VIOLENCE) (78403 1a1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2016-08-08,16003170MMMA
305,0,1,CNTRL SUBS LESS THAN 20 GRAM MARIJUANA (89313 6b),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2016-06-21,16003223MMMA
306,0,1,CNTRL SUBS LESS THAN 20 GRAM MARIJUANA (89313 6b),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2016-06-21,16003260MMMA
307,0,1,ALCOHOL BEV POSS BY MINOR (562111),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2016-06-21,16003261MMMA
308,0,1,DRIVER'S LICENSE SUS/REV - KNOWINGLY (32234 2b),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2017-02-27,16003342CTMA
309,0,1,DRIVER'S LICENSE SUS/REV - KNOWINGLY (32234 2b),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2017-03-02,16003412CTMA
310,0,1,BATTERY (DOMESTIC VIOLENCE) (78403 1a1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2016-08-22,16003441MMMA
311,0,1,NO DRIVER'S LICENSE - NEVER ISSUED (32203 1),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2017-03-21,16003484CTMA
312,0,1,RECKLESS DRIVING PROPERTY DAMAGE/PERSONAL INJURY (316192 3c1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2016-10-26,16003518CTMA
313,0,1,FAILURE TO FULFILL DUTY UPON DAMAGING UNATTENDED PROPERTY (316063 1),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2017-01-17,16003527CTMA
314,0,1,DRIVING WHILE LICENSE SUSPENDED OR REVOKED (32234 2a),M,S,,,,16003627CTMA
315,0,1,ATTACH REGISTRATION LICENSE PLATE NOT ASSIGNED (320261),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2016-10-26,16003690CTMA
316,0,1,DR WHILE UNDER INFLUENCE (316193 1a),M,S,NO PLEA ENTERED,MENTALLY/PHYSICALLY UNABLE TO STAND TRIAL,2019-01-28,16003750CTMA
317,0,1,DUI WITH DAMAGE TO PROPERTY AND PERSONAL INJURY (316193 3c1),M,F,NO PLEA ENTERED,MENTALLY/PHYSICALLY UNABLE TO STAND TRIAL,2019-01-29,16003751CTMA
318,0,1,DUI WITH DAMAGE TO PROPERTY AND PERSONAL INJURY (316193 3c1),M,F,NO PLEA ENTERED,MENTALLY/PHYSICALLY UNABLE TO STAND TRIAL,2019-01-29,16003752CTMA
319,0,1,BATTERY  GENERAL (78403 1a1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2016-11-28,16003801MMMA
320,0,1,RECKLESS DRIVING PROPERTY DAMAGE/PERSONAL INJURY (316192 3c1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2017-03-06,16003865CTMA
321,0,1,UNATTENDED CHILD IN MTR VEH EXCESS OF 15 MINS (31661351a),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2017-04-10,16003892CTMA
322,0,1,DISORDERLY CONDUCT (99999999999),L,N,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2016-06-07,16003934MOMS
323,0,1,IMPERMISSIBLE ACTIVITIES AT BEACH ACCESS (9999999999),L,N,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2017-08-24,16003970MOMS
324,0,1,NO MOTOR VEHICLE REGISTRATION (32002 1),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2016-12-07,16003992CTMA
325,0,1,RETAIL THEFT (8120152),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2016-06-20,16003994MMMO
326,0,1,LVN SCE ACCIDENT WITH  DAMAGE MORE THAN $50 (316061 1),M,S,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2017-03-02,16004012CTMA
327,0,1,NO VALID DRIVER'S LICENSE (32203 1a),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2016-12-05,16004056CTMA
328,0,1,BATTERY (DOMESTIC VIOLENCE) (78403 1a1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2016-08-22,16004113MMMA
329,1,2,VIOLATION OF NO CONTACT ORDER (74129 6),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2016-08-22,16004113MMMA
330,0,1,POSS OF PARAPHERNALIA (893147 1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2016-07-01,16004126MMMA
331,0,1,BATTERY (DOMESTIC VIOLENCE) (78403 1a1),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2016-08-16,16004128MMMA
332,0,1,NO VALID DRIVER'S LICENSE (32203 1a),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2016-12-09,16004166CTMA
333,0,1,REFUSED OBEY POLICE/FIRE OFFICER (316072 3),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2017-01-24,16004168CTMA
334,0,1,DRIVER'S LICENSE SUS/REV - KNOWINGLY (32234 2b),M,F,NO PLEA ENTERED,PRE-TRIAL INVERVENTION\DIVERSION,2017-01-06,16004209CTMA
335,0,1,TRESPASSING AFTER WARNING (81009 2b),M,F,NO PLEA ENTERED,MENTALLY/PHYSICALLY UNABLE TO STAND TRIAL,2016-09-13,16004244MMMA
