,Line,Date,Event,Judge,Location,Result,casenumber
196,2,2010-03-14 14:00:00,FIRST APPEARANCE,"GRAMMER, JOE",,Not Assigned,10001402MMMO
197,0,2010-06-18 08:30:00,ARRAIGNMENT,"VANN, SHANE",,Not Assigned,10001420MMMO
198,1,2010-03-17 08:30:00,ARRAIGNMENT,"VANN, SHANE",,Continued,10001420MMMO
199,2,2010-03-14 14:00:00,FIRST APPEARANCE,"GRAMMER, JOE",,Not Assigned,10001420MMMO
200,0,2010-04-07 08:30:00,ARRAIGNMENT,"GRAMMER, JOE",,Failed To Appear,10001529MMMA
201,0,2018-01-17 10:00:00,DISMISSAL HEARING,"GOODMAN, JAMES J JR",ANNEX FAMILY LAW COURTROOM,Not Assigned,10001871DR
202,1,2017-01-04 11:00:00,FAMILY HEARINGS,"REGISTER, TIMOTHY",ANNEX FAMILY LAW COURTROOM,Not Assigned,10001871DR
203,0,2010-03-29 13:00:00,ARRAIGNMENT,"GRAMMER, JOE",,Failed To Appear,10002118MOMS
204,0,2010-06-23 08:30:00,ARRAIGNMENT,"GRAMMER, JOE",,Failed To Appear,10002255MMMO
205,1,2010-03-24 08:30:00,ARRAIGNMENT,"VANN, SHANE",,Continued,10002255MMMO
206,2,2010-03-19 14:00:00,FIRST APPEARANCE,"WELCH, THOMAS F",,Not Assigned,10002255MMMO
207,0,2019-04-01 11:30:00,DISPOSITION HEARING CIVIL,"OVERSTREET, MICHAEL C",JUDGES CHAMBERS,Not Assigned,10002848CA
208,1,2016-07-06 09:00:00,HEARING - CIVIL,"FENSOM, JAMES B",JUDGES CHAMBERS,Not Assigned,10002848CA
209,2,2016-05-23 13:15:00,HEARING - CIVIL,"FENSOM, JAMES B",JUDGES CHAMBERS,Not Assigned,10002848CA
210,3,2013-02-22 08:30:00,HEARING - CIVIL,"FENSOM, JAMES B",JUDGES CHAMBERS,Not Assigned,10002848CA
211,4,2011-10-17 09:45:00,FORECLOSURE SALES,FORECLOSURE CLERK,ONLINE,CERTIFICATE OF SALE,10002848CA
212,5,2011-08-30 11:00:00,HEARING - CIVIL,"ELLINOR, THOMAS ROLAND",JUDGES CHAMBERS,Not Assigned,10002848CA
213,0,2010-08-09 13:00:00,ARRAIGNMENT,"VANN, SHANE",,Not Assigned,10004423MOMS
214,1,2010-05-03 14:00:00,FIRST APPEARANCE,"CAMPBELL, TIMOTHY CRAIG",,PLED PRIOR TO COURT,10004423MOMS
215,0,2010-08-20 09:00:00,CIVIL TRAF HEARING,"WELCH, THOMAS F","JUDGES CHAMBERS, BAY COUNTY COURTHOUSE 2ND FLOOR",Not Assigned,10014616TR
216,1,2010-07-16 09:00:00,CIVIL TRAF HEARING,"WELCH, THOMAS F","JUDGES CHAMBERS, BAY COUNTY COURTHOUSE 2ND FLOOR",DISPOSED-CONTINUED PRIOR TO COURT,10014616TR
217,0,2019-04-15 10:20:00,CHILD SUPPORT,"SPITZER, GRANT ASHLEY",ANNEX CRIMINAL COURTROOM C,Not Assigned,11000257DR
218,0,2011-05-12 09:00:00,DOMESTIC VIOLENCE HEARING,"REGISTER, ALLEN L",JUVENILE JUSTICE WEST COURTROOM,Not Assigned,11000297DV
219,0,2011-06-29 08:30:00,ARRAIGNMENT,"GRAMMER, JOE",,PLED PRIOR TO COURT,11001125MMMO
220,1,2011-03-21 13:00:00,ARRAIGNMENT,"VANN, SHANE",,PLED PRIOR TO COURT,11001125MMMO
221,0,2011-06-29 08:30:00,ARRAIGNMENT,"GRAMMER, JOE",,PLED PRIOR TO COURT,11001126MOMS
222,1,2011-03-21 13:00:00,ARRAIGNMENT,"VANN, SHANE",,PLED PRIOR TO COURT,11001126MOMS
223,0,2019-04-24 08:30:00,ARRAIGNMENT,"CAMPBELL, TIMOTHY CRAIG","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",Pre Trial,11002479MMMA
224,1,2019-04-19 08:00:00,FIRST APPEARANCE,"FISHEL, JOHN L II",COURTHOUSE 2ND FLOOR - WEST,Not Assigned,11002479MMMA
225,2,2011-04-13 08:30:00,ARRAIGNMENT,"VANN, SHANE",,Failed To Appear,11002479MMMA
226,0,2011-09-14 08:30:00,ARRAIGNMENT,"GRAMMER, JOE",,PLED PRIOR TO COURT,11003048MMMA
227,1,2011-07-06 08:30:00,ARRAIGNMENT,"VANN, SHANE",,PLED PRIOR TO COURT,11003048MMMA
228,2,2011-03-28 13:00:00,ARRAIGNMENT,"GRAMMER, JOE",,PLED PRIOR TO COURT,11003048MMMA
229,3,2011-03-25 14:00:00,FIRST APPEARANCE,"VANN, SHANE",MINI COURTROOM 2ND FLOOR,Not Assigned,11003048MMMA
230,0,2020-02-12 08:30:00,ARRAIGNMENT,"VANN, SHANE","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",Pre Trial,11003067MOMS
231,1,2020-02-09 09:00:00,FIRST APPEARANCE,"WELCH, THOMAS F","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",Not Assigned,11003067MOMS
232,2,2011-04-04 13:00:00,ARRAIGNMENT,"GRAMMER, JOE",,Failed To Appear,11003067MOMS
233,0,2011-04-13 08:30:00,ARRAIGNMENT,"VANN, SHANE",,Failed To Appear,11003104MMMA
234,0,2011-07-13 08:30:00,ARRAIGNMENT,"VANN, SHANE",,PLED PRIOR TO COURT,11003384MMMA
235,1,2011-04-13 08:30:00,ARRAIGNMENT,"VANN, SHANE",,Failed To Appear,11003384MMMA
236,0,2011-04-25 13:00:00,ARRAIGNMENT,"GRAMMER, JOE",,Failed To Appear,11004034MOMS
237,0,2011-05-06 08:30:00,ARRAIGNMENT,"GRAMMER, JOE",,Failed To Appear,11004360MMMA
238,0,2021-05-25 09:00:00,TRIAL MANAGEMENT,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Pre Trial,11004621MMMO
239,1,2021-03-30 09:00:00,TRIAL MANAGEMENT,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,11004621MMMO
240,2,2021-03-16 09:00:00,PRETRIAL,"VANN, SHANE",COURTHOUSE 2ND FLOOR - EAST,Continued,11004621MMMO
241,3,2011-05-09 13:00:00,ARRAIGNMENT,"VANN, SHANE",,Failed To Appear,11004621MMMO
242,0,2012-01-12 13:30:00,PRE TRIAL     1:30,"GRAMMER, JOE",,PLED PRIOR TO COURT,11004789MMMA
243,1,2011-11-28 08:30:00,JURY TRIAL,"GRAMMER, JOE",,Continued,11004789MMMA
244,2,2011-09-28 13:30:00,PRE TRIAL     1:30,"GRAMMER, JOE",,Continued,11004789MMMA
245,3,2011-08-04 13:30:00,PRE TRIAL     1:30,"GRAMMER, JOE",,Continued,11004789MMMA
246,4,2011-06-09 13:30:00,PRE TRIAL     1:30,"GRAMMER, JOE",,Continued,11004789MMMA
247,5,2011-05-11 08:30:00,ARRAIGNMENT,"VANN, SHANE",,Continued,11004789MMMA
248,6,2011-05-07 08:30:00,FIRST APPEARANCE,"MALLORY, PETER A",JUVENILE JUSTICE EAST COURTROOM,Not Assigned,11004789MMMA
249,0,2011-09-14 08:30:00,ARRAIGNMENT,"GRAMMER, JOE",,PLED PRIOR TO COURT,11005172MMMO
250,1,2011-06-13 13:00:00,ARRAIGNMENT,"VANN, SHANE",,PLED PRIOR TO COURT,11005172MMMO
251,0,2011-09-14 08:30:00,ARRAIGNMENT,"GRAMMER, JOE",,PLED PRIOR TO COURT,11005432MOMS
252,1,2011-06-20 13:00:00,ARRAIGNMENT,"GRAMMER, JOE",,PLED PRIOR TO COURT,11005432MOMS
253,0,2011-09-14 08:30:00,ARRAIGNMENT,"GRAMMER, JOE",,PLED PRIOR TO COURT,11005444MMMO
254,1,2011-06-20 13:00:00,ARRAIGNMENT,"GRAMMER, JOE",,PLED PRIOR TO COURT,11005444MMMO
255,0,2011-09-14 08:30:00,ARRAIGNMENT,"GRAMMER, JOE",,PLED PRIOR TO COURT,11005536MMMO
256,1,2011-06-15 08:30:00,ARRAIGNMENT,"VANN, SHANE",,PLED PRIOR TO COURT,11005536MMMO
257,2,2011-06-12 08:00:00,FIRST APPEARANCE,"FENSOM, JAMES B",,Not Assigned,11005536MMMO
258,0,2011-09-14 08:30:00,ARRAIGNMENT,"GRAMMER, JOE",,PLED PRIOR TO COURT,11005734MMMA
259,1,2011-06-24 08:30:00,ARRAIGNMENT,"GRAMMER, JOE",,PLED PRIOR TO COURT,11005734MMMA
260,2,2011-06-23 14:00:00,FIRST APPEARANCE,"GRAMMER, JOE",MINI COURTROOM 2ND FLOOR,Pre Trial,11005734MMMA
261,0,2013-02-11 13:00:00,ARRAIGNMENT,"VANN, SHANE",,Failed To Appear,11005923MMMO
262,1,2011-07-06 08:30:00,ARRAIGNMENT,"VANN, SHANE",,PLED PRIOR TO COURT,11005923MMMO
263,2,2011-07-05 14:00:00,FIRST APPEARANCE,"VANN, SHANE",MINI COURTROOM 2ND FLOOR,Pre Trial,11005923MMMO
264,0,2012-03-12 13:00:00,ARRAIGNMENT,"VANN, SHANE",,Pre Trial,12000890MMMO
265,0,2012-03-07 08:30:00,ARRAIGNMENT,"GRAMMER, JOE",,PLED PRIOR TO COURT,12000933MMMA
266,1,2012-03-05 14:00:00,FIRST APPEARANCE,"CAMPBELL, TIMOTHY CRAIG",MINI COURTROOM 2ND FLOOR,Pre Trial,12000933MMMA
267,0,2012-03-07 08:30:00,ARRAIGNMENT,"GRAMMER, JOE",,PLED PRIOR TO COURT,12000959MMMA
268,1,2012-03-06 14:00:00,FIRST APPEARANCE,"CAMPBELL, TIMOTHY CRAIG",MINI COURTROOM 2ND FLOOR,Pre Trial,12000959MMMA
269,0,2012-03-19 13:00:00,ARRAIGNMENT,"VANN, SHANE",,Pre Trial,12001028MOMS
270,0,2012-04-04 08:30:00,ARRAIGNMENT,"GRAMMER, JOE",,Failed To Appear,12001372MMMA
271,0,2012-04-04 08:30:00,ARRAIGNMENT,"GRAMMER, JOE",,Pre Trial,12001401MMMA
272,0,2012-03-14 08:30:00,ARRAIGNMENT,"VANN, SHANE",,PLED PRIOR TO COURT,12001475MMMA
273,1,2012-03-13 14:00:00,FIRST APPEARANCE,"WELCH, THOMAS F",MINI COURTROOM 2ND FLOOR,Pre Trial,12001475MMMA
274,0,2012-04-04 08:30:00,ARRAIGNMENT,"GRAMMER, JOE",,Pre Trial,12001748MMMA
275,0,2012-04-04 08:30:00,ARRAIGNMENT,"GRAMMER, JOE",,Pre Trial,12001873MMMA
276,0,2012-03-16 08:30:00,ARRAIGNMENT,"VANN, SHANE",,PLED PRIOR TO COURT,12001904MMMA
277,1,2012-03-15 14:00:00,FIRST APPEARANCE,"WELCH, THOMAS F",MINI COURTROOM 2ND FLOOR,Pre Trial,12001904MMMA
278,0,2012-04-02 13:00:00,ARRAIGNMENT,"GRAMMER, JOE",,Pre Trial,12001930MMMO
279,0,2012-04-02 13:00:00,ARRAIGNMENT,"GRAMMER, JOE",,Pre Trial,12002005MMMO
280,0,2012-03-19 13:00:00,ARRAIGNMENT,"VANN, SHANE",,PLED PRIOR TO COURT,12002102MMMA
281,1,2012-03-16 14:00:00,FIRST APPEARANCE,"WELCH, THOMAS F",MINI COURTROOM 2ND FLOOR,Pre Trial,12002102MMMA
282,0,2012-04-11 08:30:00,ARRAIGNMENT,"VANN, SHANE",,Failed To Appear,12002129MMMA
283,0,2012-05-25 08:30:00,ARRAIGNMENT,"GRAMMER, JOE",,PLED PRIOR TO COURT,12002273CTMA
284,1,2012-05-24 14:00:00,FIRST APPEARANCE,"GRAMMER, JOE",MINI COURTROOM 2ND FLOOR,Pre Trial,12002273CTMA
285,0,2012-04-11 08:30:00,ARRAIGNMENT,"VANN, SHANE",,Pre Trial,12002369MMMA
286,0,2012-03-21 08:30:00,ARRAIGNMENT,"VANN, SHANE",,Pre Trial,12002435MMMA
287,1,2012-03-18 08:00:00,FIRST APPEARANCE,"CAMPBELL, TIMOTHY CRAIG",,Not Assigned,12002435MMMA
288,0,2012-03-21 08:30:00,ARRAIGNMENT,"VANN, SHANE",,PLED PRIOR TO COURT,12002489MOMS
289,1,2012-03-18 08:00:00,FIRST APPEARANCE,"CAMPBELL, TIMOTHY CRAIG",,Not Assigned,12002489MOMS
290,0,2012-04-11 08:30:00,ARRAIGNMENT,"VANN, SHANE",,Pre Trial,12002694MMMA
291,0,2012-07-11 08:30:00,ARRAIGNMENT,"VANN, SHANE",,PLED PRIOR TO COURT,12002891CTMA
292,1,2012-07-09 14:00:00,FIRST APPEARANCE,"WELCH, THOMAS F",MINI COURTROOM 2ND FLOOR,Pre Trial,12002891CTMA
293,0,2012-04-11 08:30:00,ARRAIGNMENT,"VANN, SHANE",,Pre Trial,12002991MMMA
294,0,2012-04-02 13:00:00,ARRAIGNMENT,"GRAMMER, JOE",,Pre Trial,12003017MOMS
295,0,2012-03-26 13:00:00,ARRAIGNMENT,"GRAMMER, JOE",,PLED PRIOR TO COURT,12003046MMMO
296,1,2012-03-23 14:00:00,FIRST APPEARANCE,"WELCH, THOMAS F",MINI COURTROOM 2ND FLOOR,Pre Trial,12003046MMMO
297,0,2012-04-18 08:30:00,ARRAIGNMENT,"VANN, SHANE",,PLED PRIOR TO COURT,12003067MMMA
298,0,2012-03-28 08:30:00,ARRAIGNMENT,"GRAMMER, JOE",,PLED PRIOR TO COURT,12003177MMMA
299,1,2012-03-26 14:00:00,FIRST APPEARANCE,"GRAMMER, JOE",MINI COURTROOM 2ND FLOOR,Pre Trial,12003177MMMA
300,0,2012-04-18 08:30:00,ARRAIGNMENT,"VANN, SHANE",,PLED PRIOR TO COURT,12003218MMMA
301,0,2012-04-18 08:30:00,ARRAIGNMENT,"VANN, SHANE",,Failed To Appear,12003463MMMA
302,0,2012-03-28 08:30:00,ARRAIGNMENT,"GRAMMER, JOE",,PLED PRIOR TO COURT,12003521MMMA
303,1,2012-03-24 08:00:00,FIRST APPEARANCE,"OVERSTREET, MICHAEL C",,Not Assigned,12003521MMMA
304,0,2012-04-18 08:30:00,ARRAIGNMENT,"VANN, SHANE",,PLED PRIOR TO COURT,12003569MMMA
305,0,2012-04-18 08:30:00,ARRAIGNMENT,"VANN, SHANE",,PLED PRIOR TO COURT,12003620MMMA
306,0,2012-04-18 08:30:00,ARRAIGNMENT,"VANN, SHANE",,Failed To Appear,12003733MMMA
307,0,2012-04-09 13:00:00,ARRAIGNMENT,"VANN, SHANE",,PLED PRIOR TO COURT,12003862MOMS
308,0,2012-04-09 13:00:00,ARRAIGNMENT,"VANN, SHANE",,PLED PRIOR TO COURT,12003877MMMO
309,0,2012-04-02 13:00:00,ARRAIGNMENT,"GRAMMER, JOE",,PLED PRIOR TO COURT,12003888MOMS
310,0,2012-04-09 13:00:00,ARRAIGNMENT,"VANN, SHANE",,Pre Trial,12003900MMMO
311,0,2012-04-09 13:00:00,ARRAIGNMENT,"VANN, SHANE",,Pre Trial,12003906MMMA
312,0,2012-04-23 13:00:00,ARRAIGNMENT,"GRAMMER, JOE",,PLED PRIOR TO COURT,12003921MMMA
313,0,2012-03-30 08:30:00,ARRAIGNMENT,"GRAMMER, JOE",,PLED PRIOR TO COURT,12003925MMMA
314,1,2012-03-29 14:00:00,FIRST APPEARANCE,"GRAMMER, JOE",MINI COURTROOM 2ND FLOOR,Pre Trial,12003925MMMA
315,0,2012-04-25 08:30:00,ARRAIGNMENT,"GRAMMER, JOE",,PLED PRIOR TO COURT,12004060MMMA
316,0,2012-10-10 08:30:00,ARRAIGNMENT,"GRAMMER, JOE",,PLED PRIOR TO COURT,12004072CTMA
317,1,2012-10-09 14:00:00,FIRST APPEARANCE,"CAMPBELL, TIMOTHY CRAIG",MINI COURTROOM 2ND FLOOR,Pre Trial,12004072CTMA
318,0,2012-04-09 13:00:00,ARRAIGNMENT,"VANN, SHANE",,PLED PRIOR TO COURT,12004096MOMS
319,1,2012-04-04 14:00:00,FIRST APPEARANCE,"GRAMMER, JOE",MINI COURTROOM 2ND FLOOR,Pre Trial,12004096MOMS
320,0,2012-04-16 13:00:00,ARRAIGNMENT,"VANN, SHANE",,PLED PRIOR TO COURT,12004113MOMS
321,0,2012-04-09 13:00:00,ARRAIGNMENT,"VANN, SHANE",,PLED PRIOR TO COURT,12004197MMMO
322,1,2012-04-05 14:00:00,FIRST APPEARANCE,"GRAMMER, JOE",MINI COURTROOM 2ND FLOOR,Pre Trial,12004197MMMO
323,0,2012-04-09 13:00:00,ARRAIGNMENT,"VANN, SHANE",,PLED PRIOR TO COURT,12004203MMMA
324,1,2012-04-05 14:00:00,FIRST APPEARANCE,"GRAMMER, JOE",MINI COURTROOM 2ND FLOOR,Pre Trial,12004203MMMA
325,0,2012-04-11 08:30:00,ARRAIGNMENT,"VANN, SHANE",,Pre Trial,12004256MOMS
326,1,2012-04-07 07:00:00,FIRST APPEARANCE,"GAY, SHONNA YOUNG",JUVENILE JUSTICE EAST COURTROOM,Not Assigned,12004256MOMS
327,0,2012-04-11 08:30:00,ARRAIGNMENT,"VANN, SHANE",,Pre Trial,12004257MMMO
328,1,2012-04-07 07:00:00,FIRST APPEARANCE,"GAY, SHONNA YOUNG",JUVENILE JUSTICE EAST COURTROOM,Not Assigned,12004257MMMO
329,0,2012-04-11 08:30:00,ARRAIGNMENT,"VANN, SHANE",,PLED PRIOR TO COURT,12004299MMMA
330,1,2012-04-10 14:00:00,FIRST APPEARANCE,"VANN, SHANE",MINI COURTROOM 2ND FLOOR,Pre Trial,12004299MMMA
331,0,2012-04-11 08:30:00,ARRAIGNMENT,"VANN, SHANE",,PLED PRIOR TO COURT,12004303MMMA
332,1,2012-04-10 14:00:00,FIRST APPEARANCE,"VANN, SHANE",MINI COURTROOM 2ND FLOOR,Pre Trial,12004303MMMA
333,0,2012-04-20 08:30:00,ARRAIGNMENT,"VANN, SHANE",,PLED PRIOR TO COURT,12004323MMMA
334,0,2012-04-30 13:00:00,ARRAIGNMENT,"GRAMMER, JOE",,PLED PRIOR TO COURT,12004346MMMA
335,0,2012-04-23 13:00:00,ARRAIGNMENT,"GRAMMER, JOE",,PLED PRIOR TO COURT,12004681MMMA
336,1,2012-04-20 14:00:00,FIRST APPEARANCE,"VANN, SHANE",MINI COURTROOM 2ND FLOOR,Pre Trial,12004681MMMA
337,0,2012-05-18 08:30:00,ARRAIGNMENT,"VANN, SHANE",,PLED PRIOR TO COURT,12004795MMMA
338,0,2012-05-02 08:30:00,ARRAIGNMENT,"GRAMMER, JOE",,PLED PRIOR TO COURT,12004822MMMO
339,1,2012-04-30 14:00:00,FIRST APPEARANCE,"CAMPBELL, TIMOTHY CRAIG",MINI COURTROOM 2ND FLOOR,Pre Trial,12004822MMMO
340,0,2012-05-25 08:30:00,ARRAIGNMENT,"GRAMMER, JOE",,PLED PRIOR TO COURT,12005262MOMS
341,1,2012-05-23 14:00:00,FIRST APPEARANCE,"GRAMMER, JOE",MINI COURTROOM 2ND FLOOR,Pre Trial,12005262MOMS
342,0,2012-06-11 13:00:00,ARRAIGNMENT,"VANN, SHANE",,Pre Trial,12005395MMMO
343,0,2012-06-11 13:00:00,ARRAIGNMENT,"VANN, SHANE",,Pre Trial,12005396MMMO
344,0,2016-10-06 09:00:00,PRE TRIAL CONFERENCE,"VANN, SHANE",,No Information filed by SAO,12005785MOMS
345,1,2016-08-05 08:30:00,ARRAIGNMENT,"VANN, SHANE",,Continued,12005785MOMS
346,2,2016-08-01 14:00:00,FIRST APPEARANCE,"VANN, SHANE",MINI COURTROOM 2ND FLOOR,Not Assigned,12005785MOMS
347,3,2012-06-20 08:30:00,ARRAIGNMENT,"GRAMMER, JOE",,PLED PRIOR TO COURT,12005785MOMS
348,4,2012-06-18 14:00:00,FIRST APPEARANCE,"CAMPBELL, TIMOTHY CRAIG",MINI COURTROOM 2ND FLOOR,Pre Trial,12005785MOMS
349,0,2020-03-02 08:30:00,JURY TRIAL,"GRAMMER, JOE",COURTHOUSE 2ND FLOOR - WEST,DISPOSED D,12008900MMMO
350,1,2020-01-23 08:30:00,PRETRIAL,"GRAMMER, JOE",COURTHOUSE 2ND FLOOR - WEST,Continued,12008900MMMO
351,2,2019-11-27 08:30:00,ARRAIGNMENT,"GRAMMER, JOE","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",Continued,12008900MMMO
352,3,2019-11-24 08:30:00,FIRST APPEARANCE,"VANN, SHANE","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",Not Assigned,12008900MMMO
353,4,2013-01-23 08:30:00,ARRAIGNMENT,"VANN, SHANE",,Pre Trial,12008900MMMO
354,5,2012-12-28 08:30:00,ARRAIGNMENT,"VANN, SHANE",,Failed To Appear,12008900MMMO
355,6,2012-12-24 08:30:00,FIRST APPEARANCE,"MALLORY, PETER A",JUVENILE JUSTICE WEST COURTROOM,Not Assigned,12008900MMMO
356,0,2013-01-04 08:30:00,ARRAIGNMENT,"GRAMMER, JOE",,Pre Trial,13000026MMMA
357,1,2013-01-01 08:30:00,FIRST APPEARANCE,"MALLORY, PETER A",,Not Assigned,13000026MMMA
358,0,2019-06-13 08:30:00,PRE TRIAL CONFERENCE,"GRAMMER, JOE",COURTHOUSE 2ND FLOOR - WEST,PLED PRIOR TO COURT,13000424MMMA
359,1,2019-05-16 14:00:00,FIRST APPEARANCE,"CAMPBELL, TIMOTHY CRAIG",MINI COURTROOM 2ND FLOOR,Not Assigned,13000424MMMA
360,2,2013-03-28 08:30:00,PRETRIAL,"GRAMMER, JOE",,Failed To Appear,13000424MMMA
361,3,2013-01-30 08:30:00,ARRAIGNMENT,"GRAMMER, JOE",,Continued,13000424MMMA
362,4,2013-01-29 14:00:00,FIRST APPEARANCE,"CAMPBELL, TIMOTHY CRAIG",MINI COURTROOM 2ND FLOOR,Not Assigned,13000424MMMA
363,0,2013-11-13 10:15:00,HEARING - CIVIL,"WELCH, THOMAS F","JUDGES CHAMBERS, BAY COUNTY COURTHOUSE 2ND FLOOR",Not Assigned,13001253CC
364,1,2013-09-25 09:00:00,HEARING - CIVIL,"WELCH, THOMAS F","JUDGES CHAMBERS, BAY COUNTY COURTHOUSE 2ND FLOOR",Not Assigned,13001253CC
365,0,2017-10-02 13:30:00,HEARING - CIVIL,"FENSOM, JAMES B",JUDGES CHAMBERS,Not Assigned,13001838CA
366,1,2016-08-24 09:30:00,HEARING - CIVIL,"FENSOM, JAMES B",JUDGES CHAMBERS,Not Assigned,13001838CA
367,2,2016-06-21 13:30:00,HEARING - CIVIL,"FENSOM, JAMES B",JUDGES CHAMBERS,Not Assigned,13001838CA
368,3,2016-01-14 08:30:00,HEARING - CIVIL,"FENSOM, JAMES B",JUDGES CHAMBERS,Not Assigned,13001838CA
369,4,2015-12-21 10:00:00,HEARING - CIVIL,"FENSOM, JAMES B",JUDGES CHAMBERS,Not Assigned,13001838CA
370,5,2015-09-17 10:00:00,HEARING - CIVIL,"FENSOM, JAMES B",JUDGES CHAMBERS,Not Assigned,13001838CA
371,6,2015-07-16 09:30:00,HEARING - CIVIL,"FENSOM, JAMES B",JUDGES CHAMBERS,Not Assigned,13001838CA
372,7,2015-03-16 10:30:00,HEARING - CIVIL,"FENSOM, JAMES B",JUDGES CHAMBERS,Not Assigned,13001838CA
373,8,2015-01-21 09:30:00,HEARING - CIVIL,"FENSOM, JAMES B",JUDGES CHAMBERS,Not Assigned,13001838CA
374,0,2017-11-22 08:00:00,CHILD SUPPORT,"SPITZER, GRANT ASHLEY",JUVENILE JUSTICE WEST COURTROOM,Not Assigned,13001904DR
375,0,2013-07-23 13:30:00,PRETRIAL,"GRAMMER, JOE",,Failed To Appear,13002274CTMA
376,1,2013-06-17 13:00:00,ARRAIGNMENT,"GRAMMER, JOE",,Continued,13002274CTMA
377,0,2013-04-17 08:30:00,ARRAIGNMENT,"VANN, SHANE",,Failed To Appear,13002973MMMA
378,0,2019-02-13 08:30:00,ARRAIGNMENT,"VANN, SHANE","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",Pre Trial,13004447MMMW
379,1,2019-02-06 14:00:00,FIRST APPEARANCE,"WELCH, THOMAS F",MINI COURTROOM 2ND FLOOR,Not Assigned,13004447MMMW
380,2,2013-06-05 08:30:00,ARRAIGNMENT,"VANN, SHANE",,Failed To Appear - Bench Warrant,13004447MMMW
381,0,2015-04-27 08:30:00,JURY TRIAL,"VANN, SHANE",,Failed To Appear,13004937CTMA
382,1,2015-02-19 09:00:00,TRIAL MANAGEMENT,"VANN, SHANE",,Continued,13004937CTMA
383,2,2014-12-04 08:30:00,PRE TRIAL     8:30,"VANN, SHANE",,Continued,13004937CTMA
384,3,2014-11-10 08:30:00,JURY TRIAL,"VANN, SHANE",,Continued,13004937CTMA
385,4,2014-10-23 09:00:00,TRIAL MANAGEMENT,"VANN, SHANE",,Continued,13004937CTMA
386,5,2014-08-26 09:00:00,TRIAL MANAGEMENT,"VANN, SHANE",,Continued,13004937CTMA
387,6,2014-07-03 09:00:00,TRIAL MANAGEMENT,"VANN, SHANE",,Continued,13004937CTMA
388,7,2014-06-19 08:30:00,PRE TRIAL     8:30,"VANN, SHANE",,Continued,13004937CTMA
389,8,2014-04-24 08:30:00,PRE TRIAL     8:30,"VANN, SHANE",,Continued,13004937CTMA
390,9,2014-02-27 08:30:00,PRE TRIAL     8:30,"VANN, SHANE",,Continued,13004937CTMA
391,10,2013-12-23 13:00:00,ARRAIGNMENT,"VANN, SHANE",,Continued,13004937CTMA
392,11,2013-12-21 08:00:00,FIRST APPEARANCE,"CLARK, BRANTLEY SCOTT JR",,Not Assigned,13004937CTMA
393,0,2019-02-20 08:30:00,ARRAIGNMENT,"GRAMMER, JOE","COUNTY COURTROOM, BAY COUNTY COURTHOUSE 300 E 4TH STREET",Pre Trial,13005125MMMA
394,1,2019-02-16 08:30:00,FIRST APPEARANCE,"MALLORY, PETER A",COURTHOUSE 2ND FLOOR - WEST,Not Assigned,13005125MMMA
395,0,2016-10-24 13:00:00,ARRAIGNMENT,"VANN, SHANE",,Failed To Appear,13006384MMMW
396,1,2016-10-20 14:00:00,FIRST APPEARANCE,"WELCH, THOMAS F",MINI COURTROOM 2ND FLOOR,Not Assigned,13006384MMMW
397,2,2016-07-20 08:30:00,ARRAIGNMENT,"CAMPBELL, TIMOTHY CRAIG",,Pre Trial,13006384MMMW
398,3,2016-07-17 08:00:00,FIRST APPEARANCE,"CLARK, BRANTLEY SCOTT JR",,Not Assigned,13006384MMMW
399,4,2013-09-25 08:30:00,ARRAIGNMENT,"VANN, SHANE",,Failed To Appear - Bench Warrant,13006384MMMW
400,0,2014-02-20 08:30:00,PRE TRIAL     8:30,"GRAMMER, JOE",,Failed To Appear,13007732MMMO
401,1,2014-01-30 08:30:00,PRE TRIAL     8:30,"GRAMMER, JOE",,Not Assigned,13007732MMMO
402,2,2013-11-06 08:30:00,ARRAIGNMENT,"GRAMMER, JOE",,Continued,13007732MMMO
403,3,2013-11-05 14:00:00,FIRST APPEARANCE,"CAMPBELL, TIMOTHY CRAIG",MINI COURTROOM 2ND FLOOR,Not Assigned,13007732MMMO
404,0,2017-05-31 11:00:00,FORECLOSURE SALES,FORECLOSURE CLERK,ONLINE,CERTIFICATE OF SALE,14000077CA
405,1,2017-04-13 10:00:00,HEARING - CIVIL,"MCCLELLAN, HENTZ",JUDGES CHAMBERS,Not Assigned,14000077CA
406,2,2014-07-14 09:30:00,HEARING - CIVIL,"COSTELLO, DEDEE S",JUDGES CHAMBERS,Not Assigned,14000077CA
407,0,2014-03-05 08:30:00,ARRAIGNMENT,"GRAMMER, JOE",,Pre Trial,14000886MMMA
408,1,2014-03-03 14:00:00,FIRST APPEARANCE,"CAMPBELL, TIMOTHY CRAIG",MINI COURTROOM 2ND FLOOR,Not Assigned,14000886MMMA
